first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Stephen,Tittershill,Male,73,21-12-1991,1991,30,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7125
Giselbert,Pickring,Male,94,28-07-1959,1959,62,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
Shane,Diss,Female,50,29-10-1980,1980,41,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
Lisette,Davers,Female,59,26-10-1940,1940,81,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
Chicky,Sinclar,U,43,,,n/a,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875
Kippar,Whyatt,Male,13,21-01-1960,1960,61,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,Female,41,14-02-1960,1960,61,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,Female,42,26-02-1941,1941,80,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7055
Cecil,Gant,Male,52,16-07-1976,1976,45,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7055
Lillis,Eshmade,Female,50,12-10-1974,1974,47,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7055
Ted,Izacenko,Male,3,01-08-1959,1959,62,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7055
Nixie,Shoesmith,Female,45,04-12-1956,1956,65,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.70390625
Briana,Trill,Female,5,18-03-1944,1944,77,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.70390625
Cobbie,Bruyett,Male,20,19-03-1956,1956,65,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
Wrennie,Dwelly,Female,23,11-03-1940,1940,81,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
Sibylla,Kibble,Female,73,05-08-1962,1962,59,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
Kariotta,Naper,Female,8,07-04-1952,1952,69,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
Wylie,Huntingdon,Male,99,11-08-1966,1966,55,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
Lizbeth,Garvan,Female,36,06-09-1996,1996,25,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
Averil,Ackery,Male,93,09-09-1970,1970,51,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
Myrtie,Ostrich,Female,70,18-06-1996,1996,25,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
Ross,Vidgen,Male,17,28-12-1947,1947,74,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7
Sibby,Skinner,Female,25,05-05-1981,1981,40,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7
Selle,Casper,Female,98,27-03-1978,1978,43,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,Male,58,19-07-1977,1977,44,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,Female,95,09-04-1980,1980,41,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,Male,67,23-12-1994,1994,27,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,Male,22,23-02-1941,1941,80,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,Female,92,10-10-1992,1992,29,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,Male,69,02-09-1938,1938,83,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,Female,53,24-06-1992,1992,29,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.690625
Rockie,MacKibbon,Male,42,20-04-1978,1978,43,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.690625
Harvey,Dwelley,Male,70,30-08-1973,1973,48,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.690625
Patrice,Pariss,Male,96,15-06-1954,1954,67,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.690625
Arman,Yakubov,Male,68,07-10-1977,1977,44,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.690625
Gardiner,Gypps,Male,91,01-06-1991,1991,30,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.690625
Cathleen,Le Teve,Female,75,06-11-1950,1950,71,Recruiting Manager,n/a,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.690625
Thaddus,Joder,Male,31,10-12-1957,1957,64,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Josepha,Clamp,Female,12,03-11-1961,1961,60,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
Jillane,Simion,Female,8,03-07-1974,1974,47,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
Lynnell,Shoesmith,Female,44,29-01-1981,1981,40,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
Mandie,MacAdie,Female,39,25-12-1974,1974,47,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
Ferdinand,Billie,Male,97,04-09-1965,1965,56,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
Suzy,Bussens,Female,44,29-04-1973,1973,48,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
Emeline,Vezey,Female,37,07-08-1953,1953,68,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
Cissiee,Baylis,Female,99,22-07-1951,1951,70,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
Roldan,Raybould,Male,27,18-11-1975,1975,46,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
Barth,Weare,Male,18,22-08-1946,1946,75,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
Alta,Pithcock,Female,64,18-11-1999,1999,22,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
Marc,Keunemann,Male,57,04-09-1972,1972,49,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
Bertine,Smalles,Female,85,10-12-1983,1983,38,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
Wilbert,O'Loughnan,Male,14,18-05-1983,1983,38,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
Seymour,Fellibrand,Male,28,11-10-1971,1971,50,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
Miran,Runchman,Female,47,09-07-1975,1975,46,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
Dorotea,Fenwick,Female,74,12-10-1950,1950,71,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
Jenny,Massy,Female,82,16-10-1963,1963,58,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
Hyman,Petrolli,Male,8,09-09-1965,1965,56,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375
Beatrix,McGivena,Female,26,18-10-1966,1966,55,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
Nalani,Hallad,Female,15,30-11-1999,1999,22,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
Inglebert,Butland,Male,71,30-01-1966,1966,55,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
Brendis,Pineaux,Male,12,15-01-1978,1978,43,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
Jaimie,Lancastle,Male,71,23-10-1972,1972,49,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715
Glendon,Malham,Male,36,21-08-1965,1965,56,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
Morganica,Bentke,Female,40,03-01-1977,1977,44,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
Calida,Schaben,Female,54,06-03-1969,1969,52,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.669375
Hallsy,Voysey,Male,83,11-03-1970,1970,51,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.669375
Lanny,Currall,Male,37,23-10-1997,1997,24,Developer IV,n/a,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.669375
Son,Varney,Male,75,02-11-1993,1993,28,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.669375
Bartram,Caltun,Male,28,15-09-1956,1956,65,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.669375
Halette,Borsi,Female,60,10-12-1961,1961,60,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.669375
Killie,Densie,Male,87,28-03-1997,1997,24,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
Mandi,Adamsson,Female,40,07-04-1992,1992,29,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625
Kylila,Basezzi,Female,94,11-06-1945,1945,76,Assistant Manager,n/a,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625
Yardley,Matten,Male,35,06-03-1991,1991,30,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625
Shepperd,Leonards,Male,17,14-04-1981,1981,40,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625
Hamel,Curzey,Male,11,04-04-1990,1990,31,Structural Engineer,n/a,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625
Fancie,Woofendell,Female,68,17-09-1966,1966,55,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625
Zebulen,Emtage,Male,52,01-09-1963,1963,58,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625
Micheil,Fleote,Male,48,20-09-1975,1975,46,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
Cecily,Faircley,Female,42,12-06-1947,1947,74,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
Glory,Chilcott,Female,49,09-09-1939,1939,82,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875
Sinclair,Wark,Male,68,21-02-1974,1974,47,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875
Tomaso,Horsley,Male,97,16-04-2001,2001,20,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875
Gilli,Christophers,Female,70,02-03-1948,1948,73,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625
Errick,Burgin,Male,87,19-08-1998,1998,23,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625
Damian,Renard,Male,43,19-07-1976,1976,45,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625
Agnola,Batterson,Female,86,03-01-1980,1980,41,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545
Riki,Wandtke,Female,25,12-05-1962,1962,59,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125
Mikol,Eck,Male,99,25-07-1975,1975,46,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125
Phyllis,Wibberley,Female,7,10-01-1971,1971,50,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
Burt,Vasechkin,Male,33,15-04-1950,1950,71,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125
Adriana,Saundercock,U,20,,,n/a,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125
Trudie,Phinnessy,Female,45,04-07-1960,1960,61,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125
Frederigo,Cribbott,Male,35,15-03-1965,1965,56,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
Glenda,Eliet,Female,87,17-06-1974,1974,47,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64
Darb,,Male,80,04-06-1969,1969,52,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
Cal,Van den Velde,Male,22,18-03-1996,1996,25,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
Stephani,Sidsaff,Female,32,29-09-1973,1973,48,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
Meade,Bampton,Male,69,25-04-1982,1982,39,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
Flore,Cashen,Female,79,21-06-1978,1978,43,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375
Leighton,Firbanks,Male,51,22-12-1973,1973,48,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375
Petr,Westman,Male,5,02-11-1987,1987,34,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375
Yorgos,Dewhurst,Male,6,09-09-1950,1950,71,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375
Simmonds,Bapty,Male,52,04-01-2002,2002,19,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375
Hagen,MacCarter,Male,93,08-02-1983,1983,38,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375
Cazzie,Stanwix,Male,37,01-10-1960,1960,61,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375
Geoff,Gwillym,Male,89,22-02-1999,1999,22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375
Simonette,,Female,4,06-04-1990,1990,31,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
Deirdre,Sturgeon,Female,11,22-12-1965,1965,56,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375
Andrea,Pendle,Female,86,05-08-1938,1938,83,,n/a,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375
Juliann,Siemantel,Female,86,15-12-1947,1947,74,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375
Janaye,Eade,Female,23,13-12-1984,1984,37,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375
Dylan,Stranio,Male,47,02-04-1953,1953,68,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
Mel,Rochford,Female,11,23-07-1989,1989,32,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875
Elvin,Trayhorn,Male,46,02-06-1993,1993,28,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875
Dmitri,Viant,U,62,,,n/a,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875
Sonni,Milligan,Female,73,05-03-1988,1988,33,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875
Kellina,Haygreen,Female,38,19-01-1966,1966,55,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
Yuma,Dennick,Male,40,10-11-1972,1972,49,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
Ashleigh,,Female,46,05-04-1996,1996,25,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.62421875
Therese,Brotherhood,Female,30,28-07-1981,1981,40,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.62421875
Pansie,Beccero,Female,35,07-07-1964,1964,57,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6205
Reinaldos,Simmig,Male,55,15-01-1955,1955,66,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6205
Calhoun,Mussington,Male,98,13-10-1992,1992,29,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6205
Winn,Wells,Male,66,12-04-1994,1994,27,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
Rafi,Brettelle,Male,89,12-08-1956,1956,65,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625
Fey,,Female,48,04-09-1957,1957,64,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
Verne,Loalday,Male,1,20-03-1982,1982,39,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125
Eleonora,Wiszniewski,Female,49,23-04-1980,1980,41,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125
Fayre,Brannigan,Female,32,13-10-1992,1992,29,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125
Eachelle,Noirel,Female,93,26-01-1974,1974,47,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
Carl,Troyes,Male,4,12-03-1973,1973,48,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
Cordie,Brankley,Female,79,21-09-1954,1954,67,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375
Jackie,Pays,Male,21,09-11-1955,1955,66,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.605625
Carroll,Schlagman,Female,61,25-08-1951,1951,70,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6035
Frans,Idale,Male,1,03-10-1969,1969,52,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6035
Amara,Clow,Female,47,17-11-1966,1966,55,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
Anthony,Morison,Male,7,08-06-1938,1938,83,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
Cherye,Stanfield,Female,0,05-07-1981,1981,40,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
Ansell,Tolhurst,Male,77,11-08-1949,1949,72,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
Erminie,Rabidge,Female,64,09-03-1982,1982,39,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625
Rosene,Beckey,Female,25,21-05-1974,1974,47,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625
Darlleen,Shalcras,Female,77,14-09-1980,1980,41,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625
Bryon,Goundry,Male,79,05-02-1951,1951,70,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.595
Sherwin,Minocchi,Male,71,13-07-1947,1947,74,Project Manager,n/a,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.595
Luci,Dyter,Female,12,30-05-1952,1952,69,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.595
Sloan,Pudney,Male,83,10-11-1964,1964,57,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.595
Otes,Elegood,Male,67,25-11-1940,1940,81,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
Davie,Blay,Male,94,19-12-1985,1985,36,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
Dorolice,Osmon,Female,46,15-01-1961,1961,60,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5875
Meade,McReedy,Female,94,23-11-1968,1968,53,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5875
Rikki,Chaffey,Male,69,11-06-1945,1945,76,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5875
Adria,Van den Velde,Female,39,10-07-1978,1978,43,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5875
Dmitri,,Male,72,06-02-1991,1991,30,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5875
Maddalena,Hencke,Female,61,09-12-1952,1952,69,Help Desk Operator,n/a,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5875
Rand,Winchcum,Male,34,10-04-2000,2000,21,Software Consultant,n/a,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5875
Rowen,Sollas,Male,38,23-04-1960,1960,61,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5865
Boothe,Hayselden,Male,42,18-05-1940,1940,81,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5865
Noak,Sleany,Male,1,04-05-1965,1965,56,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5865
Callean,Wass,Male,65,15-12-1988,1988,33,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375
Keelby,Sudlow,Male,96,01-09-1988,1988,33,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375
Rodrique,Vernon,Male,70,06-08-1978,1978,43,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375
Brod,Attrey,Male,46,05-11-1966,1966,55,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375
Manny,Mandy,Male,36,28-01-1977,1977,44,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375
Becky,Lassen,Female,11,11-05-1973,1973,48,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375
